Cal Year,Cal Quarter,Cal Month,Cal Month #,Province,Market,Media Type,Media Sub Type,Ad Spend
2020,Q1,February,02,Ontario,Thunder Bay,Linear Television,Spot TV,70566
2020,Q4,November,11,Manitoba,Winnipeg - Brandon,Radio,Other,64079
2019,Q2,April,04,Alberta,Calgary - Lethbridge,Out of Home,Billboards,165966
2022,Q3,September,09,National,National,Magazines,Ad Sales House,17150
2018,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Other,459
2023,Q3,July,07,Alberta,Calgary - Lethbridge,Linear Television,Spot TV,796665
2020,Q3,August,08,National,National,Digital,Pure Play - Search,56140416
2023,Q2,May,05,Alberta,Edmonton,Newspapers,Dailies,29234
2020,Q2,May,05,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Ad Sales House,1694
2022,Q3,July,07,Saskatchewan,Saskatoon,Linear Television,Specialty TV,18656
2018,Q3,August,08,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,21005
2022,Q3,July,07,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Pure Play - Content,0
2023,Q1,March,03,National,National,Newspapers,Other,28884
2021,Q2,June,06,Ontario,Sudbury - Timmins - North Bay,Newspapers,Community Newspaper,43516
2022,Q3,August,08,Quebec,Montreal - Laval,Linear Television,Specialty TV,571782
2020,Q1,February,02,Saskatchewan,Regina - Moose Jaw,Linear Television,Conventional TV,360623
2020,Q2,April,04,Alberta,Lloydminster,Linear Television,Spot TV,17933
2023,Q2,June,06,Saskatchewan,Swift Current,Linear Television,Conventional TV,1055
2022,Q2,April,04,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Community Newspaper,245086
2018,Q3,July,07,British Columbia,Prince George,Linear Television,Spot TV,29623
2019,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Spot Radio,8261791
2022,Q4,November,11,Nova Scotia,Halifax - Dartmouth,Linear Television,Conventional TV,260042
2018,Q4,November,11,Quebec,Montreal - Laval,Radio,Spot Radio,4881683
2020,Q2,April,04,British Columbia,Prince George,Newspapers,Community Newspaper,24485
2023,Q1,February,02,Alberta,Lloydminster,Radio,Spot Radio,165402
2018,Q4,November,11,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,20885
2019,Q1,March,03,Alberta,Edmonton,Magazines,Newspaper Magazines,9900
2021,Q1,February,02,Multi-Market,Multi-Market,Linear Television,Conventional TV,1859805
2018,Q3,July,07,Manitoba,Winnipeg - Brandon,Linear Television,Conventional TV,666846
2023,Q2,May,05,Ontario,Windsor,Linear Television,Specialty TV,38720
2020,Q4,December,12,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Digital,Pure Play - Internet Radio,6941
2018,Q3,August,08,Prince Edward Island,Charlottetown,Linear Television,Specialty TV,21273
2022,Q1,February,02,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Newspapers,Community Newspaper,10784
2021,Q2,June,06,Quebec,Montreal - Laval,Radio,Other,42859
2022,Q1,February,02,Alberta,Medicine Hat,Out of Home,Billboards,245666
2023,Q1,March,03,Multi-Market,Multi-Market,Linear Television,Conventional TV,2959024
2019,Q2,April,04,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Ad Sales House,4118
2023,Q1,March,03,Alberta,Calgary - Lethbridge,Linear Television,Specialty TV,399272
2022,Q3,July,07,Multi-Market,Multi-Market,Out of Home,Ad Sales House,772892
2020,Q3,August,08,Saskatchewan,Yorkton,Linear Television,Spot TV,288
2019,Q2,April,04,Saskatchewan,Saskatoon,Radio,Spot Radio,267674
2020,Q4,November,11,Alberta,Red Deer,Radio,Spot Radio,98880
2021,Q3,September,09,Alberta,Edmonton,Radio,Spot Radio,1054122
2019,Q4,December,12,Manitoba,Winnipeg - Brandon,Magazines,Trade Magazines,2594
2022,Q2,April,04,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,308759
2021,Q2,June,06,National,National,Newspapers,Ad Sales House,184242
2023,Q1,February,02,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Magazines,Consumer Magazines,3061
2018,Q4,October,10,Ontario,Pembroke - Petawawa,Newspapers,Community Newspaper,23278
2018,Q2,May,05,British Columbia,Dawson Creek,Linear Television,Spot TV,13533
2020,Q1,February,02,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Ad Sales House,1694
2023,Q3,July,07,Alberta,Edmonton,Linear Television,Specialty TV,111187
2018,Q1,February,02,Ontario,Peterborough - Belleville - Trenton,Linear Television,Specialty TV,77359
2023,Q2,April,04,Quebec,Quebec City - Levis,Linear Television,Spot TV,99658
2023,Q2,June,06,Ontario,Barrie - Orillia,Out of Home,Other,132
2023,Q2,May,05,Multi-Market,Multi-Market,Out of Home,Cinema,3514970
2022,Q2,June,06,Ontario,Sudbury - Timmins - North Bay,Linear Television,Conventional TV,267228
2018,Q4,December,12,Quebec,Chaleur Bay - Carleton,Radio,Spot Radio,29070
2021,Q3,September,09,Nova Scotia,Halifax - Dartmouth,Linear Television,Conventional TV,190360
2023,Q1,February,02,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Conventional TV,25994
2020,Q4,October,10,National,National,Digital,Pure Play - Content,21775168
2019,Q4,November,11,Quebec,Saguenay,Linear Television,Specialty TV,36810
2022,Q2,April,04,Alberta,Edmonton,Magazines,Trade Magazines,17605
2019,Q3,August,08,Northwest Territories,Yellowknife,Radio,Spot Radio,20696
2021,Q3,September,09,Alberta,Edmonton,Magazines,Trade Magazines,23830
2020,Q4,November,11,Saskatchewan,Yorkton,Radio,Spot Radio,25840
2018,Q1,February,02,Alberta,Medicine Hat,Linear Television,Specialty TV,26137
2023,Q2,May,05,Multi-Market,Multi-Market,Radio,Spot Radio,119157
2022,Q4,December,12,British Columbia,Vancouver - Victoria,Out of Home,Transit,5000
2020,Q1,January,01,Ontario,London - Woodstock - Wingham,Newspapers,Dailies,40179
2019,Q1,January,01,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Newspapers,Community Newspaper,37317
2018,Q3,August,08,Saskatchewan,Regina - Moose Jaw,Linear Television,Spot TV,239199
2019,Q1,January,01,Quebec,Trois -Rivieres - Shawinigan,Newspapers,Community Newspaper,51346
2020,Q3,September,09,Ontario,Barrie - Orillia,Linear Television,Spot TV,24580
2021,Q2,May,05,Ontario,Kingston,Newspapers,Dailies,5389
2022,Q1,March,03,Quebec,Sherbrooke,Radio,Spot Radio,132209
2023,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Transit,139221
2021,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Billboards,1534964
2022,Q1,February,02,Alberta,Edmonton,Magazines,Trade Magazines,21526
2022,Q2,May,05,Prince Edward Island,Charlottetown,Newspapers,Community Newspaper,4094
2020,Q3,July,07,Saskatchewan,Yorkton,Linear Television,Conventional TV,9839
2020,Q4,December,12,Ontario,Barrie - Orillia,Newspapers,Community Newspaper,52987
2022,Q3,August,08,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,12339
2023,Q3,September,09,Quebec,Sherbrooke,Linear Television,Conventional TV,66650
2021,Q4,December,12,Alberta,Red Deer,Newspapers,Community Newspaper,7274
2019,Q2,June,06,Quebec,Quebec City - Levis,Radio,Other,9000
2022,Q2,May,05,Ontario,Sault Sainte Marie,Newspapers,Dailies,2972
2020,Q1,February,02,Nova Scotia,Sydney - Glace Bay,Linear Television,Specialty TV,4655
2023,Q2,April,04,Alberta,Edmonton,Radio,Spot Radio,884407
2022,Q2,May,05,Ontario,London - Woodstock - Wingham,Newspapers,Dailies,10424
2021,Q2,June,06,National,National,Newspapers,Dailies,649950
2023,Q3,July,07,Ontario,Kenora,Radio,Spot Radio,31492
2021,Q1,February,02,Quebec,Quebec City - Levis,Digital,Pure Play - Content,7059
2023,Q2,May,05,Ontario,Sudbury - Timmins - North Bay,Linear Television,Conventional TV,944151
2018,Q4,November,11,Quebec,Quebec City - Levis,Digital,Print - Digital,2501
2022,Q2,April,04,British Columbia,Prince George,Linear Television,Specialty TV,1181
2022,Q1,February,02,British Columbia,Dawson Creek,Linear Television,Spot TV,2247
2018,Q3,September,09,British Columbia,Dawson Creek,Magazines,Newspaper Magazines,4118
2023,Q3,July,07,Saskatchewan,Regina - Moose Jaw,Radio,Spot Radio,139271
2019,Q1,March,03,Alberta,Medicine Hat,Newspapers,Community Newspaper,5659
2020,Q3,August,08,Multi-Market,Ottawa - Gatineau,Out of Home,Billboards,4754
2022,Q3,July,07,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Community Newspaper,268385
2021,Q1,March,03,Multi-Market,Multi-Market,Radio,Other,1201787
2022,Q3,July,07,Alberta,Calgary - Lethbridge,Newspapers,Community Newspaper,8851
2023,Q1,February,02,National,National,Digital,TV Network - Digital,2533578
2020,Q4,October,10,Ontario,Thunder Bay,Newspapers,Community Newspaper,10667
2018,Q2,May,05,Ontario,Windsor,Linear Television,Specialty TV,62362
2018,Q3,July,07,Quebec,Saguenay,Linear Television,Spot TV,16888
2022,Q4,October,10,Quebec,Saguenay,Linear Television,Conventional TV,37769
2022,Q4,November,11,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Community Newspaper,21529
2019,Q1,February,02,Alberta,Lloydminster,Linear Television,Conventional TV,12317
2020,Q3,August,08,Ontario,Windsor,Linear Television,Spot TV,8288
2022,Q3,September,09,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,73970
2022,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Other,602703
2023,Q2,April,04,National,National,Newspapers,Community Newspaper,39806
2018,Q1,January,01,Ontario,Pembroke - Petawawa,Linear Television,Conventional TV,0
2020,Q4,December,12,Quebec,Quebec City - Levis,Newspapers,Community Newspaper,202598
2020,Q3,September,09,Yukon,Whitehorse,Digital,Print - Digital,0
2018,Q2,May,05,National,National,Digital,Ad Tech / Fees,2918772
2018,Q3,September,09,Multi-Market,Multi-Market,Digital,Pure Play - Internet Radio,0
2018,Q2,May,05,Ontario,Windsor,Linear Television,Conventional TV,80967
2023,Q2,April,04,Saskatchewan,Regina - Moose Jaw,Newspapers,Dailies,21923
2023,Q3,July,07,British Columbia,Vancouver - Victoria,Out of Home,Transit,108177
2018,Q2,April,04,Quebec,Saguenay,Linear Television,Specialty TV,86375
2023,Q2,May,05,Manitoba,Winnipeg - Brandon,Radio,Spot Radio,483705
2018,Q4,November,11,British Columbia,Vancouver - Victoria,Out of Home,Transit,37159
2023,Q1,February,02,Quebec,Sherbrooke,Radio,Spot Radio,61838
2018,Q2,April,04,Quebec,Sherbrooke,Linear Television,Spot TV,103795
2018,Q3,August,08,Quebec,Montreal - Laval,Digital,Print - Digital,338596
2018,Q2,June,06,Nova Scotia,Halifax - Dartmouth,Linear Television,Conventional TV,666456
2021,Q1,January,01,Alberta,Medicine Hat,Linear Television,Specialty TV,7071
2019,Q3,July,07,Manitoba,Winnipeg - Brandon,Linear Television,Spot TV,441565
2023,Q3,August,08,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,7806
2021,Q1,March,03,Ontario,London - Woodstock - Wingham,Newspapers,Community Newspaper,87156
2023,Q3,July,07,Nova Scotia,Halifax - Dartmouth,Linear Television,Spot TV,53711
2021,Q4,October,10,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Radio,Spot Radio,184055
2022,Q1,January,01,Ontario,Kingston,Radio,Spot Radio,132925
2019,Q2,June,06,National,National,Digital,Pure Play - Content,19062267
2021,Q2,April,04,Alberta,Calgary - Lethbridge,Linear Television,Conventional TV,680898
2018,Q3,September,09,Nova Scotia,Halifax - Dartmouth,Magazines,Newspaper Magazines,1420
2018,Q2,May,05,British Columbia,Vancouver - Victoria,Radio,Spot Radio,4748130
2022,Q2,June,06,Ontario,Barrie - Orillia,Out of Home,Other,132
2021,Q1,February,02,Quebec,Montreal - Laval,Radio,Spot Radio,2098978
2018,Q1,March,03,National,National,Magazines,Consumer Magazines,4157084
2021,Q4,December,12,Multi-Market,Multi-Market,Out of Home,Billboards,9244714
2018,Q4,October,10,Alberta,Edmonton,Radio,Spot Radio,3142497
2020,Q1,January,01,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Specialty TV,21878
2022,Q2,June,06,Quebec,Montreal - Laval,Linear Television,Specialty TV,865718
2018,Q4,October,10,Nova Scotia,Halifax - Dartmouth,Linear Television,Spot TV,57303
2021,Q4,November,11,Yukon,Whitehorse,Newspapers,Community Newspaper,2633
2023,Q2,May,05,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Spot TV,1844886
2022,Q1,February,02,Newfoundland and Labrador,St. Johns - Corner Brook,Out of Home,Billboards,4612
2018,Q1,January,01,Ontario,London - Woodstock - Wingham,Newspapers,Community Newspaper,53087
2021,Q2,June,06,Quebec,Quebec City - Levis,Linear Television,Spot TV,132351
2022,Q1,January,01,British Columbia,Kelowna - Okanagan Valley - Kamloops,Radio,Spot Radio,355430
2021,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Dailies,34922
2020,Q3,August,08,Manitoba,Winnipeg - Brandon,Newspapers,Community Newspaper,29941
2019,Q2,June,06,British Columbia,Vancouver - Victoria,Digital,Print - Digital,72521
2020,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Pure Play - Internet Radio,75
2020,Q4,November,11,National,National,Magazines,Other,15812
2019,Q3,July,07,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Billboards,2624774
2018,Q4,October,10,Multi-Market,Multi-Market,Linear Television,Ad Sales House,53
2021,Q4,November,11,National,National,Digital,Pure Play - Search,90224187
2022,Q3,September,09,National,National,Digital,Pure Play - Content,18042693
2021,Q1,January,01,National,National,Digital,Pure Play - Video,4080843
2023,Q2,June,06,Prince Edward Island,Charlottetown,Linear Television,Spot TV,2675
2023,Q2,April,04,Ontario,Kenora,Radio,Spot Radio,31034
2018,Q3,July,07,Saskatchewan,Regina - Moose Jaw,Linear Television,Conventional TV,495201
2022,Q4,October,10,Alberta,Edmonton,Radio,Spot Radio,1882176
2019,Q3,September,09,Alberta,Medicine Hat,Newspapers,Community Newspaper,11411
2019,Q2,May,05,Quebec,Quebec City - Levis,Newspapers,Dailies,60721
2018,Q4,November,11,Multi-Market,Multi-Market,Out of Home,Cinema,11969015
2018,Q1,March,03,Nova Scotia,Halifax - Dartmouth,Newspapers,Dailies,24420
2019,Q4,November,11,Nova Scotia,Sydney - Glace Bay,Radio,Spot Radio,60707
2020,Q3,July,07,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Billboards,1224
2019,Q1,March,03,National,National,Newspapers,Ad Sales House,1114
2019,Q2,April,04,Quebec,Montreal - Laval,Radio,Spot Radio,5288164
2018,Q2,May,05,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Newspapers,Community Newspaper,107771
2022,Q4,October,10,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,39109
2023,Q2,May,05,Ontario,Sault Sainte Marie,Linear Television,Specialty TV,786
2023,Q3,September,09,Ontario,Kenora,Newspapers,Community Newspaper,2202
2022,Q4,October,10,Ontario,London - Woodstock - Wingham,Newspapers,Dailies,14724
2021,Q1,March,03,Alberta,Red Deer,Linear Television,Conventional TV,0
2019,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Community Newspaper,900694
2022,Q4,October,10,Alberta,Medicine Hat,Linear Television,Spot TV,5078
2020,Q2,June,06,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Street Furniture/Retail,48756
2023,Q3,July,07,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Spot TV,1039202
2019,Q3,August,08,Ontario,Peterborough - Belleville - Trenton,Newspapers,Community Newspaper,55347
2019,Q2,April,04,British Columbia,Prince George,Linear Television,Specialty TV,58225
2018,Q2,April,04,Quebec,Quebec City - Levis,Magazines,Consumer Magazines,115544
2018,Q2,April,04,Quebec,Quebec City - Levis,Linear Television,Specialty TV,303096
2019,Q4,November,11,Multi-Market,Multi-Market,Out of Home,Cinema,14058523
2018,Q2,June,06,Multi-Market,Ottawa - Gatineau,Linear Television,Conventional TV,1519013
2020,Q2,April,04,Alberta,Edmonton,Linear Television,Conventional TV,443503
2023,Q1,March,03,Multi-Market,Multi-Market,Out of Home,Cinema,2991459
2018,Q4,December,12,Saskatchewan,Yorkton,Linear Television,Conventional TV,21469
2023,Q1,February,02,Ontario,Pembroke - Petawawa,Linear Television,Specialty TV,54
2021,Q1,March,03,Ontario,Peterborough - Belleville - Trenton,Linear Television,Conventional TV,139721
2022,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Trade Magazines,15618
2018,Q4,October,10,Alberta,Edmonton,Newspapers,Community Newspaper,81567
2020,Q1,February,02,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Trade Magazines,108406
2023,Q2,June,06,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,40170
2019,Q1,February,02,Quebec,Chaleur Bay - Carleton,Linear Television,Spot TV,2112
2018,Q3,July,07,Ontario,Sault Sainte Marie,Newspapers,Dailies,15152
2023,Q3,September,09,British Columbia,Vancouver - Victoria,Linear Television,Spot TV,2219047
2019,Q3,August,08,Saskatchewan,Prince Albert,Radio,Spot Radio,62679
2018,Q4,December,12,Ontario,Sault Sainte Marie,Newspapers,Community Newspaper,12683
2020,Q4,October,10,Quebec,Trois -Rivieres - Shawinigan,Radio,Spot Radio,141432
2022,Q1,January,01,Alberta,Edmonton,Linear Television,Spot TV,1251257
2021,Q4,November,11,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Conventional TV,35481
2022,Q3,August,08,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,35753
2019,Q2,June,06,Quebec,Saguenay,Linear Television,Spot TV,21254
2022,Q4,November,11,National,National,Linear Television,Spot TV,14974
2021,Q3,July,07,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,58179
2020,Q4,November,11,Quebec,Riviere Du Loup,Linear Television,Conventional TV,91039
2019,Q1,January,01,Multi-Market,Multi-Market,Out of Home,Ad Sales House,120407
2023,Q3,September,09,Alberta,Medicine Hat,Out of Home,Billboards,481065
2022,Q4,December,12,Saskatchewan,Yorkton,Linear Television,Specialty TV,3256
2018,Q3,July,07,National,National,Digital,TV Network - Digital,2391825
2022,Q2,April,04,National,National,Digital,Mobile Ad Network/Ad Exchange,1000755
2021,Q1,February,02,Quebec,Quebec City - Levis,Magazines,Trade Magazines,8100
2018,Q2,April,04,Quebec,Montreal - Laval,Magazines,Trade Magazines,57529
2019,Q3,August,08,Saskatchewan,Swift Current,Linear Television,Conventional TV,1621
2023,Q3,August,08,National,National,Linear Television,Ad Sales House,209910
2022,Q2,April,04,Alberta,Lloydminster,Newspapers,Community Newspaper,3559
2019,Q1,February,02,Ontario,Sudbury - Timmins - North Bay,Radio,Spot Radio,223734
2018,Q2,June,06,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Conventional TV,76089
2021,Q1,March,03,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Specialty TV,2642
2019,Q3,July,07,Quebec,Montreal - Laval,Magazines,Consumer Magazines,44791
2021,Q2,June,06,British Columbia,Vancouver - Victoria,Magazines,Consumer Magazines,60988
2021,Q3,August,08,Ontario,Thunder Bay,Newspapers,Community Newspaper,10577
2018,Q2,April,04,Multi-Market,Multi-Market,Out of Home,Street Furniture/Retail,651003
2019,Q1,February,02,National,National,Linear Television,Conventional TV,42338604
2019,Q4,November,11,New Brunswick,St. John - Fredericton - Moncton,Out of Home,Billboards,1224
